Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
M,40000.00,4,4,High School,Skilled Manual,1,3,10+ Miles,Europe,44,1
M,70000.00,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,0
F,70000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,1
F,70000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,1
M,70000.00,1,1,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,44,1
M,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
M,60000.00,1,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,Europe,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,Europe,45,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,45,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
F,60000.00,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,46,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
M,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
F,70000.00,2,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
F,70000.00,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
M,70000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
F,70000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,47,1
F,70000.00,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,47,0
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,45,1
M,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,Europe,45,0
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,45,1
F,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,Europe,45,1
F,70000.00,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
M,70000.00,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
M,70000.00,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
F,70000.00,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
F,70000.00,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
F,50000.00,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,47,1
F,80000.00,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,48,0
M,80000.00,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,Europe,49,0
M,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,49,0
M,60000.00,0,0,Graduate Degree,Professional,0,0,0-1 Miles,Europe,49,0
F,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
M,70000.00,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,48,1
F,70000.00,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
F,70000.00,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,1
M,70000.00,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,1
F,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,1
F,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,1
M,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,1
F,20000.00,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,46,1
M,20000.00,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,46,1
F,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,1
M,30000.00,0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,46,1
M,30000.00,0,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,46,1
M,40000.00,0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,46,1
F,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
F,40000.00,0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,46,1
F,60000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,45,1
M,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,46,1
M,60000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,46,1
M,10000.00,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,63,1
M,20000.00,2,0,Partial College,Manual,0,1,1-2 Miles,Europe,63,1
M,20000.00,2,0,Partial College,Manual,0,1,0-1 Miles,Europe,63,1
M,10000.00,2,1,High School,Manual,0,2,0-1 Miles,Europe,62,0
F,10000.00,2,2,High School,Manual,1,1,0-1 Miles,Europe,46,1
F,10000.00,3,3,High School,Manual,0,0,0-1 Miles,Europe,47,1
F,20000.00,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,47,1
M,20000.00,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,47,1
M,20000.00,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,47,1
F,30000.00,1,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,46,1
F,30000.00,1,1,Bachelors,Clerical,1,0,1-2 Miles,Europe,47,1
M,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,47,1
M,60000.00,3,3,Bachelors,Professional,1,1,2-5 Miles,Pacific,49,0
F,60000.00,3,3,Bachelors,Professional,1,1,2-5 Miles,Pacific,49,0
M,60000.00,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,50,0
M,70000.00,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,49,0
M,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,49,0
M,60000.00,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
F,60000.00,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
F,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,42,0
F,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,42,0
F,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,41,0
F,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,40,1
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
F,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,35,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
F,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,35,1
F,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,37,0
M,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,37,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,41,1
M,10000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,43,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,43,0
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,43,0
F,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,42,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,42,1
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,43,0
M,30000.00,0,0,High School,Manual,1,1,2-5 Miles,Europe,43,1
M,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,43,1
F,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,43,1
F,10000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
F,10000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,43,0
M,40000.00,2,2,Partial College,Clerical,0,0,0-1 Miles,Europe,43,0
M,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,43,1
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
M,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,44,1
M,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,44,1
M,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,45,1
M,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,45,1
M,40000.00,2,2,Partial College,Clerical,1,1,1-2 Miles,Europe,44,1
M,40000.00,2,2,Partial College,Clerical,0,1,0-1 Miles,Europe,43,0
F,40000.00,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,44,1
F,40000.00,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,44,1
M,40000.00,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,45,0
F,40000.00,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,45,0
F,40000.00,3,3,Partial College,Clerical,1,1,1-2 Miles,North America,39,0
F,40000.00,3,3,Partial College,Clerical,1,1,1-2 Miles,North America,41,0
M,40000.00,3,3,Partial College,Clerical,0,2,0-1 Miles,Europe,41,0
F,40000.00,3,3,Partial College,Clerical,0,2,0-1 Miles,North America,41,0
M,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,41,1
M,40000.00,1,0,Graduate Degree,Skilled Manual,1,1,1-2 Miles,North America,84,0
M,80000.00,5,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,83,1
F,80000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,49,0
M,80000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,48,0
F,80000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,49,0
M,80000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,49,1
F,80000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,49,0
M,80000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,48,1
M,80000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,49,0
F,20000.00,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,61,0
M,30000.00,1,0,High School,Clerical,0,1,5-10 Miles,North America,61,0
F,30000.00,1,0,High School,Clerical,1,1,2-5 Miles,North America,61,1
M,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,61,1
F,20000.00,3,0,Partial High School,Clerical,1,2,1-2 Miles,North America,59,0
M,20000.00,3,0,Partial High School,Clerical,0,2,0-1 Miles,Europe,60,0
M,20000.00,3,0,Partial High School,Clerical,0,2,1-2 Miles,North America,60,0
M,20000.00,3,0,Partial High School,Clerical,0,2,1-2 Miles,North America,60,0
M,30000.00,1,0,High School,Clerical,1,1,2-5 Miles,North America,60,1
F,30000.00,1,0,High School,Clerical,0,1,1-2 Miles,North America,60,1
F,20000.00,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
F,20000.00,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
F,20000.00,3,0,Partial High School,Clerical,0,2,0-1 Miles,Europe,59,0
F,30000.00,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,58,0
F,20000.00,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,58,0
F,20000.00,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,57,0
M,20000.00,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,58,0
M,20000.00,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,58,0
M,20000.00,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,58,0
F,20000.00,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,58,0
M,20000.00,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,58,0
F,20000.00,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,58,0
M,30000.00,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,58,0
M,30000.00,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,57,1
F,30000.00,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,57,1
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,57,1
M,40000.00,1,0,Partial College,Clerical,0,1,0-1 Miles,North America,56,0
M,40000.00,2,0,Partial College,Clerical,0,1,0-1 Miles,Europe,57,0
M,40000.00,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,56,1
M,40000.00,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,55,1
M,40000.00,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,56,0
M,40000.00,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,56,1
M,40000.00,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,56,1
F,40000.00,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,56,0
F,40000.00,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,56,0
M,40000.00,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,55,0
M,40000.00,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,56,1
M,40000.00,4,4,Partial College,Clerical,1,1,1-2 Miles,North America,43,1
M,50000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,42,0
M,40000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,42,1
F,40000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,42,0
F,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,0
F,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,0
M,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,0
M,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,0
F,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,0
F,70000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,0
F,70000.00,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
F,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,1
F,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,44,1
M,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,43,1
M,50000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,43,1
M,50000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,43,1
M,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,43,1
F,60000.00,1,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,1
M,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,43,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,Europe,45,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,45,1
M,40000.00,1,1,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,45,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,45,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
M,60000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,1
F,60000.00,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,46,1
F,60000.00,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,46,1
F,60000.00,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,46,1
F,60000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
F,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,46,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,44,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,44,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,44,1
M,70000.00,3,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
M,70000.00,3,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
F,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
M,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
M,40000.00,4,4,High School,Skilled Manual,1,3,10+ Miles,North America,47,0
F,70000.00,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,47,1
F,70000.00,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,47,1
F,70000.00,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,46,1
M,40000.00,5,5,High School,Skilled Manual,0,1,0-1 Miles,Europe,48,0
M,40000.00,5,5,High School,Skilled Manual,1,2,2-5 Miles,Europe,48,0
F,40000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,48,0
M,60000.00,1,0,Graduate Degree,Professional,1,0,2-5 Miles,Europe,45,1
M,60000.00,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
M,70000.00,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
F,70000.00,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
F,50000.00,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,48,1
M,80000.00,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,49,0
M,80000.00,3,3,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,49,1
F,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,48,1
F,60000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,0
F,70000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,1
M,70000.00,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,49,1
M,70000.00,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,49,1
F,60000.00,2,0,Graduate Degree,Professional,0,0,0-1 Miles,Europe,45,1
F,60000.00,2,0,Graduate Degree,Professional,0,0,0-1 Miles,Europe,45,1
M,120000.00,0,5,Partial High School,Management,1,4,10+ Miles,Pacific,44,1
M,70000.00,4,3,Partial College,Professional,1,1,10+ Miles,Europe,62,0
M,70000.00,4,3,Partial College,Professional,1,1,10+ Miles,North America,62,0
M,100000.00,2,3,Partial College,Professional,1,4,5-10 Miles,Europe,58,0
M,110000.00,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,58,0
F,110000.00,2,4,Partial College,Professional,0,3,5-10 Miles,Europe,57,0
M,170000.00,2,3,Bachelors,Management,1,3,0-1 Miles,Europe,58,1
M,110000.00,2,4,Partial College,Professional,0,4,5-10 Miles,Europe,59,0
M,120000.00,3,4,High School,Professional,1,4,5-10 Miles,Europe,59,0
F,120000.00,3,4,High School,Professional,0,4,5-10 Miles,Europe,59,0
M,130000.00,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,60,1
F,80000.00,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,61,0
F,80000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,61,0
F,110000.00,3,4,Bachelors,Management,1,4,10+ Miles,Europe,70,0
F,70000.00,5,1,High School,Professional,1,3,10+ Miles,Europe,70,0
M,80000.00,5,0,Bachelors,Management,0,2,2-5 Miles,Europe,70,0
M,100000.00,2,3,Graduate Degree,Management,1,4,10+ Miles,Europe,70,0
M,120000.00,4,5,Bachelors,Management,1,1,10+ Miles,Europe,69,1
M,150000.00,3,4,Graduate Degree,Management,1,4,0-1 Miles,Europe,69,0
M,80000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,60,0
M,90000.00,3,1,High School,Professional,0,2,2-5 Miles,Europe,61,1
M,70000.00,4,3,High School,Professional,1,1,10+ Miles,Europe,62,0
M,80000.00,4,2,Partial College,Professional,1,2,2-5 Miles,Europe,62,0
M,90000.00,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,62,0
F,80000.00,4,1,Partial College,Professional,1,2,10+ Miles,Europe,63,0
F,80000.00,4,1,High School,Professional,0,2,2-5 Miles,Europe,63,1
M,100000.00,3,4,Partial College,Professional,1,4,10+ Miles,Europe,63,0
F,80000.00,5,2,High School,Professional,1,2,10+ Miles,Europe,64,0
F,110000.00,4,5,Partial College,Management,1,2,10+ Miles,Europe,65,0
M,80000.00,5,1,High School,Management,1,3,10+ Miles,Europe,66,0
F,80000.00,5,1,High School,Management,0,3,5-10 Miles,Europe,66,0
M,120000.00,4,5,Partial College,Management,1,3,10+ Miles,Europe,66,0
F,130000.00,4,5,High School,Management,0,4,10+ Miles,Europe,66,0
M,90000.00,4,1,High School,Management,1,3,10+ Miles,Europe,67,0
F,100000.00,3,4,Partial College,Management,1,4,10+ Miles,Europe,67,0
M,90000.00,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,68,0
M,90000.00,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,68,0
M,120000.00,5,5,High School,Management,1,4,10+ Miles,Europe,68,0
F,150000.00,5,5,Partial High School,Professional,1,4,0-1 Miles,Europe,68,0
F,70000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,39,1
F,70000.00,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,40,1
M,80000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,39,1
F,80000.00,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,39,1
M,80000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,39,1
M,70000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,40,0
M,70000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,41,0
M,80000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,0
F,90000.00,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,40,1
M,80000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,41,0
M,90000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,41,1
F,90000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,41,0
M,90000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,0
F,110000.00,0,5,Partial College,Management,1,3,10+ Miles,Pacific,41,0
M,110000.00,0,5,Partial College,Management,1,3,10+ Miles,Pacific,41,1
M,110000.00,0,5,Partial College,Management,1,3,10+ Miles,Pacific,41,1
F,120000.00,5,5,Partial High School,Professional,0,4,10+ Miles,Pacific,41,1
M,100000.00,0,5,High School,Management,1,2,10+ Miles,Pacific,42,1
F,120000.00,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,42,1
M,90000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,0
M,90000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,43,0
F,100000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,43,1
M,80000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,44,0
F,80000.00,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,44,0
M,110000.00,0,5,Partial College,Management,0,3,10+ Miles,Pacific,43,1
F,110000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,43,0
M,90000.00,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,44,0
M,100000.00,0,5,High School,Management,0,4,10+ Miles,Pacific,44,1
M,100000.00,0,5,High School,Management,1,4,10+ Miles,Pacific,44,1
F,90000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,45,0
F,100000.00,0,5,Partial High School,Professional,0,4,10+ Miles,Pacific,45,0
F,110000.00,0,5,High School,Management,1,4,10+ Miles,Pacific,45,0
F,110000.00,0,5,High School,Management,0,4,10+ Miles,Pacific,44,1
F,110000.00,0,5,Partial High School,Professional,0,4,10+ Miles,Pacific,43,1
M,30000.00,4,0,High School,Professional,0,2,1-2 Miles,North America,67,0
M,30000.00,4,0,High School,Professional,0,2,1-2 Miles,North America,67,0
M,30000.00,4,0,High School,Professional,1,2,5-10 Miles,North America,66,0
F,30000.00,4,0,High School,Professional,1,2,5-10 Miles,North America,67,0
F,30000.00,4,0,High School,Professional,1,2,5-10 Miles,North America,67,0
F,30000.00,4,0,High School,Professional,1,2,5-10 Miles,Europe,68,0
F,30000.00,4,0,High School,Professional,1,2,5-10 Miles,Europe,68,0
F,40000.00,4,0,High School,Professional,0,2,1-2 Miles,North America,68,0
M,40000.00,4,0,High School,Professional,1,2,5-10 Miles,Europe,67,0
